Latitude,Longitude,Address,Property_type,Rooms,Home_size,Lot Size,Year_built,Parcel_number,RealtyID,County,Subdivision,Census,Tract,Lot,Zoning,Date,Sale_price,Estimated Value,url
34.147791,-118.23794,1238 E Wilson Ave # 205,Condominium,"3 beds, 3 baths","1,295 sqft","8,952 sqft",1991,5645028027,1110741520,Los Angeles,48690,1,302004,1,"
Zoning:

GLR4YY
		",09/16/2020,"$585,000","$542,000",https://www.realtytrac.com/property/ca/glendale/91206/1238-e-wilson-ave-205/43950427/
33.838778,-118.109104,4439 Conquista Ave,Single Family Residence,"4 beds, 2 baths","1,620 sqft","5,200 sqft",1950,7177016008,1110741557,Los Angeles,16394,1,571102,66,"
Zoning:

LKR1YY
		",09/16/2020,"$765,000","$726,000",https://www.realtytrac.com/property/ca/lakewood/90713/4439-conquista-ave/972698/
34.24143,-118.488838,16341 Vincennes St,Single Family Residence,"4 beds, 2 baths","1,344 sqft","7,751 sqft",1956,2676009008,1110741570,Los Angeles,21854,2,117301,8,"
Zoning:

LARS
		",09/16/2020,"$610,000","$641,000",https://www.realtytrac.com/property/ca/north-hills/91343/16341-vincennes-st/20019176/
34.048768,-118.389272,1724 S Canfield Ave,Single Family Residence,"4 beds, 3 baths","1,844 sqft","5,994 sqft",1932,4305024008,1110741600,Los Angeles,6659,1,217001,9,"
Zoning:

LAR1
		",09/16/2020,"$2,319,000","$1,940,000",https://www.realtytrac.com/property/ca/los-angeles/90035/1724-s-canfield-ave/45829258/
34.155634,-118.101337,2385 Monte Vista St,Single Family Residence,"3 beds, 2 baths","2,084 sqft","8,400 sqft",1942,5744017009,1110742414,Los Angeles,11200,1,462800,24,"
Zoning:

PSR6
		",09/16/2020,"$1,199,000","$835,000",https://www.realtytrac.com/property/ca/pasadena/91107/2385-monte-vista-st/19662619/
33.868699,-118.378731,1902 Grant Ave # 2,Condominium,"3 beds, 3 baths","1,471 sqft","7,526 sqft",1977,4156019048,1110745547,Los Angeles,REDONDO VILLA TR,2,620701,,"
Zoning:

RBR4*
		",09/16/2020,"$860,000","$817,000",https://www.realtytrac.com/property/ca/redondo-beach/90278/1902-grant-ave-2/154510939/
33.986422,-118.352779,4427 W 59th Pl,Single Family Residence,"2 beds, 2 baths","1,528 sqft","6,431 sqft",1947,4019010006,1110745933,Los Angeles,9344,6,703100,133,"
Zoning:

LCR1YY
		",09/16/2020,"$950,000","$1,065,000",https://www.realtytrac.com/property/ca/windsor-hills/90043/4427-w-59th-pl/45976541/
34.158821,-118.353238,4835 Forman Ave,Single Family Residence,"3 beds, 2 baths","1,513 sqft","5,628 sqft",1940,2420016021,1110748153,Los Angeles,9622,2,125600,27,"
Zoning:

LAR1
		",09/16/2020,"$1,225,000","$1,071,000",https://www.realtytrac.com/property/ca/north-hollywood/91601/4835-forman-ave/154422136/
34.015324,-117.988756,1322 Silver Maple Dr,Single Family Residence,"4 beds, 3 baths","2,727 sqft","13,841 sqft",1986,8220012036,1110751095,Los Angeles,1953,1,408402,59,"
Zoning:

LCRA1L
		",09/16/2020,"$835,000","$792,000",https://www.realtytrac.com/property/ca/hacienda-heights/91745/1322-silver-maple-dr/48915722/
33.944212,-118.043227,13509 Close St,Single Family Residence,"3 beds, 2 baths","2,090 sqft","6,826 sqft",1953,8158026013,1110751162,Los Angeles,17178,2,502901,44,"
Zoning:

LCRA06
		",09/17/2020,"$530,000","$643,000",https://www.realtytrac.com/property/ca/whittier/90605/13509-close-st/154943686/
34.058922,-118.437965,10762 Ashton Ave,Single Family Residence,"3 beds, 2 baths","1,947 sqft","6,506 sqft",1929,4325003003,1110751201,Los Angeles,7803,2,265602,3,"
Zoning:

LAR1
		",,,"$2,077,000",https://www.realtytrac.com/property/ca/los-angeles/90024/10762-ashton-ave/154577902/
34.444965,-118.473964,19315 Opal Ln,Condominium,"3 beds, 3 baths","1,710 sqft",2.67 acres,2005,2812082065,1110752078,Los Angeles,46018-04,1,920028,2,"
Zoning:

LCA21*
		",09/16/2020,"$487,500","$472,000",https://www.realtytrac.com/property/ca/santa-clarita/91350/19315-opal-ln/40240046/
34.256304,-118.289433,7225 Apperson St # 106,Condominium,"3 beds, 3 baths","1,360 sqft",0.68 acres,2007,2565009107,1110753442,Los Angeles,60362,1,101110,1,"
Zoning:

LARD2
		",09/16/2020,"$450,000","$514,000",https://www.realtytrac.com/property/ca/tujunga/91042/7225-apperson-st-106/146051846/
34.247976,-118.287573,7144 Foothill Blvd,MISCELLANEOUS   (Commercial),,"2,779 sqft","2,686 sqft",1940,2564001005,1110754247,Los Angeles,9944,3,101400,23,"
Zoning:

LAC2
		",09/16/2020,"$700,000",,https://www.realtytrac.com/property/ca/tujunga/91042/7144-foothill-blvd/49166509/
34.094842,-117.735078,2720 Crimson Way,Condominium,"3 beds, 4 baths","1,070 sqft",0.57 acres,2017,8313028040,1110722482,Los Angeles,,3,401704,1,"
Zoning:

POM*
		",09/16/2020,"$413,000","$429,000",https://www.realtytrac.com/property/ca/pomona/91767/2720-crimson-way/323429043/
34.166937,-118.596388,21317 Costanso St,Apartment house (5+ units),"7 beds, 6 baths","4,309 sqft","6,251 sqft",1961,2167002034,1110723228,Los Angeles,6170,1,137502,2304,"
Zoning:

LAR2
		",09/16/2020,"$1,350,000","$816,000",https://www.realtytrac.com/property/ca/woodland-hills/91364/21317-costanso-st/154391965/
33.920302,-118.27595,159 W 124th St,Single Family Residence,"4 beds, 1 bath","1,314 sqft","5,910 sqft",1948,6132031007,1110723603,Los Angeles,14076,3,540901,36,"
Zoning:

LCR1*
		",09/16/2020,"$425,000","$517,000",https://www.realtytrac.com/property/ca/los-angeles/90061/159-w-124th-st/142479300/
33.921313,-118.199657,3861 Fernwood Ave,Single Family Residence,"2 beds, 2 baths",892 sqft,"3,558 sqft",1947,6187026001,1110723646,Los Angeles,10503,2,540102,129,"
Zoning:

LYR1YY
		",09/16/2020,"$485,000","$434,000",https://www.realtytrac.com/property/ca/lynwood/90262/3861-fernwood-ave/25979849/
33.822803,-118.307711,1637 Plaza Del Amo,"Duplex (2 units, any combination)","2 beds, 2 baths","1,576 sqft","5,006 sqft",1958,7347008025,1110723664,Los Angeles,4529,2,293202,347,"
Zoning:

LARD2
		",09/16/2020,"$880,000","$696,000",https://www.realtytrac.com/property/ca/torrance/90501/1637-plaza-del-amo/24838719/
34.131859,-118.356458,3856 Broadlawn Dr,Single Family Residence,"3 beds, 2 baths","1,889 sqft","7,427 sqft",1926,2425023009,1110723673,Los Angeles,7530,1,143700,9,"
Zoning:

LAR1
		",09/16/2020,"$1,500,000","$1,433,000",https://www.realtytrac.com/property/ca/los-angeles/90068/3856-broadlawn-dr/1264256/
34.166898,-118.409883,12715 Weddington St,Single Family Residence,"3 beds, 3 baths","1,976 sqft","8,355 sqft",1953,2346021006,1110723973,Los Angeles,1000,1,124000,134,"
Zoning:

LAR1
		",09/16/2020,"$1,196,500","$1,010,000",https://www.realtytrac.com/property/ca/north-hollywood/91607/12715-weddington-st/154412858/
34.008971,-118.08713,4620 Pra Dr,Single Family Residence,"4 beds, 2 baths","1,546 sqft","6,538 sqft",1973,6373016012,1110724587,Los Angeles,30515,5,500600,4,"
Zoning:

PRSF*
		",08/23/2002,"$265,000","$609,000",https://www.realtytrac.com/property/ca/pico-rivera/90660/4620-pra-dr/24169609/
34.125619,-118.102483,2495 Coniston Pl,Single Family Residence,"3 beds, 4 baths","3,106 sqft","8,679 sqft",1931,5331025001,1110724957,Los Angeles,7758,6,464200,181,"
Zoning:

SOR112000*
		",09/16/2020,"$2,180,000","$2,231,000",https://www.realtytrac.com/property/ca/san-marino/91108/2495-coniston-pl/43880316/
33.99997,-118.387047,10630 Flaxton St,Single Family Residence,"3 beds, 2 baths","1,918 sqft","9,176 sqft",1954,4203007055,1110725012,Los Angeles,18215,1,702600,16,"
Zoning:

CCR1AY
		",09/16/2020,"$1,500,000","$1,610,000",https://www.realtytrac.com/property/ca/culver-city/90230/10630-flaxton-st/154522930/
34.04985,-118.413796,2340 Fox Hills Dr # 305,Condominium,"3 beds, 3 baths","1,802 sqft","17,552 sqft",2003,4315015141,1110725043,Los Angeles,53793,3,267902,1,"
Zoning:

LAR3
		",09/16/2020,"$4,500,000","$1,127,000",https://www.realtytrac.com/property/ca/los-angeles/90064/2340-fox-hills-dr-305/40252861/
34.053353,-118.427267,1838 Westholme Ave # 203,Condominium,"3 beds, 3 baths","1,646 sqft","14,654 sqft",2004,4317004107,1110725351,Los Angeles,26534,1,267100,1,"
Zoning:

LAR3
		",09/16/2020,"$1,110,000","$1,148,000",https://www.realtytrac.com/property/ca/los-angeles/90025/1838-westholme-ave-203/40224491/
34.048508,-118.05045,1709 Strozier Ave,Single Family Residence,"3 beds, 1 bath",958 sqft,"6,691 sqft",1954,8116002002,1110725371,Los Angeles,19762,1,433700,2,"
Zoning:

SER1*
		",09/16/2020,"$530,000","$505,000",https://www.realtytrac.com/property/ca/el-monte/91733/1709-strozier-ave/18010728/
34.68563,-118.179483,2701 W Avenue J4,Single Family Residence,"3 beds, 2 baths","1,927 sqft","9,305 sqft",1973,3124005013,1110726278,Los Angeles,30249,3,901009,28,"
Zoning:

LRRA7000*
		",09/16/2020,"$440,000","$379,000",https://www.realtytrac.com/property/ca/lancaster/93536/2701-w-avenue-j4/43987737/
34.099429,-118.259979,2374 Edgewater Ter,Single Family Residence,"3 beds, 2 baths","1,486 sqft","3,569 sqft",1931,5439006031,1110726368,Los Angeles,4140,1,195100,19,"
Zoning:

LAR1
		",09/16/2020,"$1,585,000","$1,468,000",https://www.realtytrac.com/property/ca/los-angeles/90039/2374-edgewater-ter/14218581/
34.04234,-118.526953,682 Swarthmore Ave,Single Family Residence,"3 beds, 2 baths","1,301 sqft","2,971 sqft",1949,4412010007,1110726388,Los Angeles,9300,3,262706,7,"
Zoning:

LAR1
		",09/16/2020,"$2,097,000","$1,712,000",https://www.realtytrac.com/property/ca/pacific-palisades/90272/682-swarthmore-ave/52006299/
34.1036,-117.8149,302 S San Dimas Ave,Store/Office (mixed use),,"2,506 sqft",0.57 acres,2016,8390019058,1110726681,Los Angeles,,3,401311,1,"
Zoning:

SDCCG*
		",09/16/2020,"$789,000",,https://www.realtytrac.com/property/ca/san-dimas/91773/302-s-san-dimas-ave/323429834/
34.038879,-118.003693,823 Workman Mill Rd,Single Family Residence,"6 beds, 2 baths","2,392 sqft","9,303 sqft",1966,8115018008,1110726826,Los Angeles,25619,1,408302,8,"
Zoning:

LCR172
		",09/16/2020,"$820,000","$683,000",https://www.realtytrac.com/property/ca/whittier/90601/823-workman-mill-rd/154938878/
34.143962,-118.380396,4149 Kraft Ave,Single Family Residence,"3 beds, 2 baths","1,888 sqft","6,881 sqft",1939,2368021001,1110726884,Los Angeles,9845,1,143602,11,"
Zoning:

LAR1
		",09/16/2020,"$1,613,000","$1,261,000",https://www.realtytrac.com/property/ca/studio-city/91604/4149-kraft-ave/141274974/
34.099129,-118.182631,4589 Via Marisol # 267,Condominium,"2 beds, 2 baths","1,038 sqft",5.11 acres,1981,5301018151,1110727142,Los Angeles,27847,2,201302,8,"
Zoning:

LARD5
		",09/16/2020,"$465,000","$477,000",https://www.realtytrac.com/property/ca/los-angeles/90042/4589-via-marisol-267/13614616/
34.157329,-118.372798,11110 Camarillo St # 104,Condominium,"2 beds, 3 baths",980 sqft,0.51 acres,1989,2353026036,1110727698,Los Angeles,47107,1,125402,1,"
Zoning:

LAR3
		",09/16/2020,"$550,000","$548,000",https://www.realtytrac.com/property/ca/north-hollywood/91602/11110-camarillo-st-104/43835539/
34.109419,-118.302851,5158 Los Adornos Way,Single Family Residence,"4 beds, 4 baths","2,808 sqft","11,003 sqft",1963,5588035038,1110728208,Los Angeles,27460,2,189300,79,"
Zoning:

LARE11
		",09/16/2020,"$2,450,000","$2,654,000",https://www.realtytrac.com/property/ca/los-angeles/90027/5158-los-adornos-way/154776554/
33.83532,-118.375152,417 Susana Ave,Single Family Residence,"4 beds, 2 baths","1,800 sqft","5,350 sqft",1965,7506023050,1110728237,Los Angeles,REDONDO BEACH,1,621301,76,"
Zoning:

RBR-1
		",09/16/2020,"$1,430,000","$1,480,000",https://www.realtytrac.com/property/ca/redondo-beach/90277/417-susana-ave/154702348/
34.157099,-118.070596,3805 Greenhill Rd,Single Family Residence,"3 beds, 2 baths","1,835 sqft","19,591 sqft",1954,5757011031,1110728453,Los Angeles,12501,1,463000,39,"
Zoning:

PSR6
		",09/16/2020,"$1,420,000","$1,185,000",https://www.realtytrac.com/property/ca/pasadena/91107/3805-greenhill-rd/154799835/
34.092494,-118.234005,2416 Glover Pl,"Triplex (3 units, any combination)","5 beds, 3 baths","1,776 sqft","4,597 sqft",1925,5445005019,1110728533,Los Angeles,5872,3,197200,108,"
Zoning:

LAR1
		",09/16/2020,"$840,000","$836,000",https://www.realtytrac.com/property/ca/los-angeles/90031/2416-glover-pl/7632539/
33.817268,-118.334449,23108 Greenwood Ave,Single Family Residence,"4 beds, 2 baths","1,763 sqft","6,220 sqft",1965,7379011007,1110728551,Los Angeles,28230,1,651101,115,"
Zoning:

TORR-LO
		",09/16/2020,"$1,195,000","$1,159,000",https://www.realtytrac.com/property/ca/torrance/90505/23108-greenwood-ave/154896987/
34.030071,-118.813793,5721 Bonsall Dr,Single Family Residence,"5 beds, 5 baths","5,497 sqft",7.39 acres,1989,4467024011,1110728614,Los Angeles,CITY/MALIBU,3,800408,16,"
Zoning:

LCRPD14U-RA1*
		",09/16/2020,"$9,925,000","$1,042,000",https://www.realtytrac.com/property/ca/malibu/90265/5721-bonsall-dr/51760352/
33.894252,-118.155731,15316 Georgia Ave,"Duplex (2 units, any combination)","3 beds, 3 baths","1,966 sqft","8,021 sqft",1957,6270008004,1110728617,Los Angeles,CLEAR WATER,3,553901,2,"
Zoning:

PAR2*
		",09/16/2020,"$650,000","$606,000",https://www.realtytrac.com/property/ca/paramount/90723/15316-georgia-ave/154837429/
33.911996,-118.170573,7412 Howery St,Single Family Residence,"3 beds, 2 baths","1,366 sqft","6,858 sqft",1953,6236021016,1110728901,Los Angeles,15909,5,536200,16,"
Zoning:

SGR1*
		",09/16/2020,"$565,000","$545,000",https://www.realtytrac.com/property/ca/south-gate/90280/7412-howery-st/154834361/
34.277581,-118.599524,21461 Arapahoe Trl,Single Family Residence,"3 beds, 3 baths","1,300 sqft","2,633 sqft",1991,2818029010,1110729029,Los Angeles,,1,920303,117,"
Zoning:

LCR16000*
		",09/16/2020,"$515,000","$530,000",https://www.realtytrac.com/property/ca/chatsworth/91311/21461-arapahoe-trl/21835590/
34.549688,-117.94829,10130 E Avenue S8,Single Family Residence,"4 beds, 2 baths","1,508 sqft",0.91 acres,1986,3044022003,1110729262,Los Angeles,9107,1,910002,359,"
Zoning:

LCA110000*
		",09/16/2020,"$250,000","$369,000",https://www.realtytrac.com/property/ca/littlerock/93543/10130-e-avenue-s8/25221283/
33.851167,-118.109384,5118 Carfax Ave,Single Family Residence,"3 beds, 2 baths","1,637 sqft","5,296 sqft",1954,7174037016,1110729302,Los Angeles,19607,5,570901,46,"
Zoning:

LKR1YY
		",09/16/2020,"$670,000","$683,000",https://www.realtytrac.com/property/ca/lakewood/90713/5118-carfax-ave/148727098/
34.67005,-118.161839,43317 17th St W,Single Family Residence,"3 beds, 1 bath","1,126 sqft","20,292 sqft",1953,3125007017,1110729484,Los Angeles,14728,2,900705,140,"
Zoning:

LRRA7000*
		",09/15/2020,"$290,000","$261,000",https://www.realtytrac.com/property/ca/lancaster/93534/43317-17th-st-w/154473843/
34.46663,-118.405507,15559 Sierra Hwy,MISCELLANEOUS   (Commercial),"2 beds, 1 bath",912 sqft,3.56 acres,1923,2853002002,1110729542,Los Angeles,,1,920026,1,"
Zoning:

LCC3*
		",09/16/2020,"$375,000",,https://www.realtytrac.com/property/ca/canyon-country/91390/15559-sierra-hwy/154464045/
34.174185,-118.532384,18332 Collins St,Condominium,"2 beds, 3 baths","1,512 sqft",4.53 acres,1975,2157006048,1110729561,Los Angeles,31305,2,139303,,"
Zoning:

LAR3
		",09/16/2020,"$520,000","$463,000",https://www.realtytrac.com/property/ca/tarzana/91356/18332-collins-st/14218424/
33.989275,-118.41686,12313 Allin St,Single Family Residence,"3 beds, 2 baths","1,450 sqft","4,880 sqft",1948,4221019015,1110729763,Los Angeles,7428,3,275500,67,"
Zoning:

LAR1
		",09/16/2020,"$1,100,000","$1,021,000",https://www.realtytrac.com/property/ca/culver-city/90230/12313-allin-st/154529395/
34.165778,-118.131394,1155 N Mentor Ave,Single Family Residence,"2 beds, 2 baths","1,222 sqft","8,805 sqft",1920,5740014022,1110729782,Los Angeles,WASHINGTON SQUARE,4,462400,23,"
Zoning:

PSR6
		",09/16/2020,"$900,000","$857,000",https://www.realtytrac.com/property/ca/pasadena/91104/1155-n-mentor-ave/23745849/
34.413734,-118.549298,23625 Del Monte Dr # 314,Condominium,"2 beds, 2 baths","1,067 sqft",5.61 acres,1987,2861050075,1110730810,Los Angeles,43165,1,920329,1,"
Zoning:

SCUR4
		",09/16/2020,"$411,000","$543,000",https://www.realtytrac.com/property/ca/santa-clarita/91355/23625-del-monte-dr-314/30374739/
33.899751,-118.239795,516 N Kemp Ave,Single Family Residence,"3 beds, 2 baths","1,124 sqft","8,666 sqft",1955,6156010032,1110731045,Los Angeles,5627,4,542700,25,"
Zoning:

CORM*
		",09/16/2020,"$485,000","$430,000",https://www.realtytrac.com/property/ca/compton/90220/516-n-kemp-ave/209000481/
33.941056,-117.999756,10358 Woodstead Ave,Single Family Residence,"3 beds, 3 baths","1,791 sqft","6,567 sqft",1955,8230006052,1110731704,Los Angeles,20580,1,503402,52,"
Zoning:

WHR16000*
		",09/16/2020,"$655,000","$625,000",https://www.realtytrac.com/property/ca/whittier/90603/10358-woodstead-ave/17292501/
34.165888,-118.696083,26102 Alizia Canyon Dr # A,Condominium,"3 beds, 3 baths","1,499 sqft",3.53 acres,1987,2052027129,1110731930,Los Angeles,33535,2,800203,4,"
Zoning:

LCR2*
		",09/16/2020,"$615,500","$542,000",https://www.realtytrac.com/property/ca/calabasas/91302/26102-alizia-canyon-dr-a/154378776/
34.539176,-117.819817,36220 173rd St E,Single Family Residence,"3 beds, 2 baths","1,320 sqft",2.49 acres,1993,3080012028,1110732554,Los Angeles,,2,911001,116,"
Zoning:

LCA11*
		",09/16/2020,"$100,000",,https://www.realtytrac.com/property/ca/llano/93544/36220-173rd-st-e/154471953/
34.256581,-118.550427,10234 Candleberry Ln,Single Family Residence,"5 beds, 5 baths","5,803 sqft","17,998 sqft",1989,2729027038,1110733247,Los Angeles,43424,1,111204,17,"
Zoning:

LARA
		",09/16/2020,"$1,425,000","$1,391,000",https://www.realtytrac.com/property/ca/northridge/91324/10234-candleberry-ln/3188276/
34.111462,-118.376695,2211 Stanley Hills Dr,Single Family Residence,"3 beds, 4 baths","1,915 sqft","7,662 sqft",1945,5567003014,1110733484,Los Angeles,BUNGALOW LAND,1,194200,230,"
Zoning:

LAR1
		",09/16/2020,"$980,000","$860,000",https://www.realtytrac.com/property/ca/los-angeles/90046/2211-stanley-hills-dr/8651466/
33.967538,-118.285898,712 W 79th St,"Duplex (2 units, any combination)","3 beds, 2 baths","1,861 sqft","7,687 sqft",1921,6032027022,1110733499,Los Angeles,FIGUEROA BLVD,2,238310,357,"
Zoning:

LARD1.5
		",09/16/2020,"$300,000","$596,000",https://www.realtytrac.com/property/ca/los-angeles/90044/712-w-79th-st/26250955/
33.945828,-118.217769,3024 Nebraska Ave,MISCELLANEOUS   (Commercial),"3 beds, 6 baths","2,717 sqft","5,044 sqft",1952,6206011010,1110734181,Los Angeles,4753,2,535605,110,"
Zoning:

SGCM-R4*
		",09/16/2020,"$1,775,000",,https://www.realtytrac.com/property/ca/south-gate/90280/3024-nebraska-ave/154830730/
34.138964,-118.097222,410 Virginia Ave,Single Family Residence,"3 beds, 2 baths","1,694 sqft","8,028 sqft",1927,5748033026,1110734201,Los Angeles,6362,1,463300,1,"
Zoning:

LCR105
		",09/16/2020,"$918,000","$965,000",https://www.realtytrac.com/property/ca/pasadena/91107/410-virginia-ave/154798508/
34.142761,-118.009925,821 S Mayflower Ave,Single Family Residence,"3 beds, 2 baths","1,273 sqft","3,960 sqft",1924,8506017014,1110734331,Los Angeles,7898,2,430901,68,"
Zoning:

MORM*
		",09/16/2020,"$780,000","$757,000",https://www.realtytrac.com/property/ca/monrovia/91016/821-s-mayflower-ave/154974166/
34.167709,-118.519405,5305 White Oak Ave,Condominium,"3 beds, 3 baths","2,075 sqft",5.05 acres,1973,2162014030,1110734347,Los Angeles,29407,1,139504,,"
Zoning:

LAR3
		",09/16/2020,"$740,000","$1,203,000",https://www.realtytrac.com/property/ca/encino/91316/5305-white-oak-ave/154391383/
34.061523,-117.758006,543 W Center St,Residential - Vacant Land,,,"6,824 sqft",,8340027027,1110734351,Los Angeles,W J KESSLERS SUB,1,408800,10,"
Zoning:

POT3*
		",09/16/2020,"$170,000","$372,000",https://www.realtytrac.com/property/ca/pomona/91768/543-w-center-st/154960862/
